id,vendor_id,pickup_datetime,dropoff_datetime,passenger_count,pickup_longitude,pickup_latitude,dropoff_longitude,dropoff_latitude,store_and_fwd_flag,trip_duration
id2696544,2,2016-01-27 17:58:36,2016-01-27 18:03:07,1,-73.98146057128906,40.780338287353516,-73.98856353759766,40.778541564941406,N,271
id0906065,1,2016-02-27 09:10:41,2016-02-27 09:15:58,1,-73.9789047241211,40.77735900878906,-73.98233032226562,40.76927947998047,N,317
id1856786,2,2016-01-08 01:37:20,2016-01-08 01:43:46,2,-73.99304962158203,40.74795913696289,-73.98834991455078,40.76924133300781,N,386
id1388745,1,2016-02-02 21:52:38,2016-02-02 22:05:16,1,-73.95448303222656,40.76426315307617,-73.98556518554688,40.7784309387207,N,758
id1579776,1,2016-02-24 16:00:47,2016-02-24 16:21:46,2,-73.7899169921875,40.64686965942383,-73.87306213378906,40.77449417114258,N,1259
id2383547,1,2016-01-27 08:52:59,2016-01-27 09:42:49,1,-73.95391845703125,40.770748138427734,-73.97586059570312,40.755615234375,N,2990
id0485269,1,2016-02-27 18:26:31,2016-02-27 18:48:26,1,-73.98439025878906,40.76842498779297,-74.00003051757812,40.730411529541016,N,1315
id3823316,2,2016-02-26 13:54:42,2016-02-26 14:11:35,5,-73.98961639404297,40.736183166503906,-73.97895812988281,40.75899887084961,N,1013
id1243000,1,2016-01-31 08:48:28,2016-01-31 08:56:13,1,-73.9645767211914,40.76008987426758,-73.990478515625,40.74540710449219,N,465
id2432887,2,2016-01-03 04:35:23,2016-01-03 04:45:48,1,-73.91767883300781,40.76997375488281,-73.8623275756836,40.73921203613281,N,625
id1991474,2,2016-01-09 23:38:11,2016-01-10 00:08:08,1,-73.99291229248047,40.75735855102539,-73.98179626464844,40.672088623046875,N,1797
id0935010,1,2016-01-17 12:00:35,2016-01-17 12:09:56,1,-73.95207977294922,40.780609130859375,-73.96231079101562,40.76318359375,N,561
id1400171,1,2016-02-26 21:53:31,2016-02-26 22:06:52,1,-73.9903335571289,40.7314453125,-73.97222900390625,40.75632858276367,N,801
id3493619,2,2016-01-22 17:40:54,2016-01-22 17:45:29,1,-73.96302032470703,40.775020599365234,-73.95452117919922,40.788414001464844,N,275
id3225076,2,2016-01-15 14:16:35,2016-01-15 14:30:30,1,-74.00659942626953,40.744590759277344,-73.97516632080078,40.7575798034668,N,835
id2358882,2,2016-01-03 19:34:42,2016-01-03 20:09:25,2,-73.78857421875,40.64119338989258,-73.97232055664062,40.75579833984375,N,2083
id0997737,2,2016-02-21 08:52:40,2016-02-21 09:11:08,1,-73.87083435058594,40.77377700805664,-73.99600219726562,40.740962982177734,N,1108
id0030534,1,2016-01-31 12:31:41,2016-01-31 12:43:30,1,-73.99134063720703,40.73249816894531,-73.98406982421875,40.756649017333984,N,709
id3842014,2,2016-01-08 08:10:53,2016-01-08 08:18:47,2,-73.98433685302734,40.76812744140625,-73.98837280273438,40.776771545410156,N,474
id1751280,2,2016-01-09 10:00:14,2016-01-09 10:03:19,1,-74.0057373046875,40.73664855957031,-73.99954986572266,40.744136810302734,N,185
id3644354,1,2016-02-15 23:43:43,2016-02-16 00:25:58,2,-73.8626708984375,40.768924713134766,-73.97598266601562,40.78647232055664,N,2535
id2420324,1,2016-01-27 15:47:11,2016-01-27 15:57:25,1,-73.99640655517578,40.725486755371094,-74.00555419921875,40.74070358276367,N,614
id2861871,2,2016-02-18 20:48:44,2016-02-18 20:58:22,1,-73.97268676757812,40.7529296875,-73.9408187866211,40.753108978271484,N,578
id1798051,2,2016-01-30 23:56:09,2016-01-31 00:02:36,1,-73.98114013671875,40.758827209472656,-73.95733642578125,40.78297805786133,N,387
id1795346,1,2016-01-11 17:43:35,2016-01-11 17:56:38,1,-73.97925567626953,40.761539459228516,-73.96117401123047,40.76670837402344,N,783
id3858628,2,2016-01-25 17:23:55,2016-01-25 17:50:36,6,-73.96400451660156,40.77102279663086,-73.98892211914062,40.76032638549805,N,1601
id0692577,2,2016-01-19 06:54:28,2016-01-19 07:12:42,1,-74.014892578125,40.71567153930664,-73.97654724121094,40.75672149658203,N,1094
id0912723,1,2016-01-22 23:10:50,2016-01-22 23:28:18,1,-74.00078582763672,40.716957092285156,-73.97698974609375,40.74980163574219,N,1048
id0074786,2,2016-02-25 20:31:33,2016-02-25 20:37:45,1,-74.01342010498047,40.71696090698242,-74.00193786621094,40.737728118896484,N,372
id0928613,2,2016-01-16 05:47:04,2016-01-16 05:56:21,2,-73.99141693115234,40.73191833496094,-73.99423217773438,40.752708435058594,N,557
id2091157,2,2016-01-30 12:44:45,2016-01-30 12:56:03,1,-73.9742431640625,40.759498596191406,-73.98179626464844,40.77096939086914,N,678
id3211676,1,2016-02-26 13:11:41,2016-02-26 13:13:54,1,-73.93482208251953,40.8015022277832,-73.94158172607422,40.79882049560547,N,133
id1336344,2,2016-02-22 09:45:23,2016-02-22 10:15:18,3,-73.97191619873047,40.7463264465332,-73.97575378417969,40.788978576660156,N,1795
id2123323,2,2016-02-19 15:57:23,2016-02-19 16:03:37,1,-73.96309661865234,40.77518081665039,-73.9749984741211,40.777610778808594,N,374
id0966025,1,2016-01-16 20:03:02,2016-01-16 20:21:26,1,-73.97449493408203,40.742042541503906,-73.9951171875,40.67844772338867,N,1104
id1881944,1,2016-01-20 21:07:27,2016-01-20 21:30:35,1,-74.00825500488281,40.71661376953125,-73.98001861572266,40.663665771484375,Y,1388
id3316103,2,2016-02-14 19:49:53,2016-02-14 20:05:59,1,-73.97942352294922,40.77653884887695,-73.97530364990234,40.74551010131836,N,966
id3979403,2,2016-02-02 08:18:47,2016-02-02 08:24:48,4,-73.97073364257812,40.79341506958008,-73.96056365966797,40.80768585205078,N,361
id0029546,1,2016-01-27 14:40:49,2016-01-27 14:42:51,1,-74.00843048095703,40.736263275146484,-74.00787353515625,40.73271179199219,N,122
id0490514,1,2016-02-13 17:20:58,2016-02-13 17:30:18,2,-73.96733856201172,40.7723388671875,-73.98121643066406,40.780914306640625,N,560
id1950800,1,2016-01-09 15:43:34,2016-01-09 15:50:11,1,-73.98699188232422,40.74783706665039,-73.97318267822266,40.75289535522461,N,397
id3418685,2,2016-01-28 22:58:05,2016-01-28 23:17:22,3,-73.98512268066406,40.73638916015625,-73.99462127685547,40.69797134399414,N,1157
id0033569,1,2016-01-28 03:27:17,2016-01-28 03:45:39,1,-73.99169158935547,40.7354736328125,-73.98461151123047,40.66327667236328,N,1102
id3089080,1,2016-02-28 00:33:22,2016-02-28 00:51:30,1,-73.9970932006836,40.73263168334961,-73.96782684326172,40.756500244140625,N,1088
id1167156,2,2016-02-05 12:25:13,2016-02-05 12:28:16,1,-73.99517822265625,40.75484848022461,-74.00535583496094,40.75135040283203,N,183
id2937803,1,2016-02-23 08:31:02,2016-02-23 08:34:08,2,-73.9567642211914,40.7807502746582,-73.95967102050781,40.776123046875,N,186
id2129216,2,2016-02-26 17:16:05,2016-02-26 17:22:34,1,-73.9644546508789,40.767311096191406,-73.96756744384766,40.75631332397461,N,389
id1170294,2,2016-01-24 14:25:00,2016-01-24 14:39:36,6,-73.97811889648438,40.72928237915039,-74.00697326660156,40.741668701171875,N,876
id2639766,1,2016-02-23 18:41:09,2016-02-23 19:02:25,1,-73.96078491210938,40.75706481933594,-73.98221588134766,40.772525787353516,N,1276
id3694843,2,2016-01-27 17:35:56,2016-01-27 17:47:39,1,-73.97038269042969,40.764556884765625,-73.94701385498047,40.77182388305664,N,703
id0884829,1,2016-01-11 19:15:44,2016-01-11 19:23:27,1,-73.98603820800781,40.74076843261719,-73.99478912353516,40.73432159423828,N,463
id3529641,2,2016-01-14 12:48:04,2016-01-14 12:55:14,1,-74.00322723388672,40.7269287109375,-73.98719024658203,40.72677993774414,N,430
id2415728,1,2016-01-29 18:54:51,2016-01-29 19:05:57,1,-73.95735931396484,40.77024841308594,-73.9659423828125,40.754329681396484,N,666
id1982893,1,2016-01-10 16:03:14,2016-01-10 16:12:17,3,-74.00037384033203,40.75827407836914,-73.98717498779297,40.751197814941406,N,543
id0039163,2,2016-01-28 12:08:10,2016-01-28 12:33:14,6,-73.98565673828125,40.75276184082031,-74.00918579101562,40.725746154785156,N,1504
id0759680,2,2016-02-10 11:03:30,2016-02-10 11:15:58,1,-73.99022674560547,40.72880935668945,-73.98561096191406,40.74396896362305,N,748
id3147556,2,2016-02-02 17:29:07,2016-02-02 17:37:31,1,-73.98306274414062,40.744903564453125,-73.97967529296875,40.76076126098633,N,504
id1356167,2,2016-01-02 11:47:24,2016-01-02 11:52:11,3,-73.97793579101562,40.72971725463867,-73.99168395996094,40.72655487060547,N,287
id3602651,2,2016-02-17 17:59:46,2016-02-17 18:01:21,2,-73.9857177734375,40.778480529785156,-73.98031616210938,40.78337478637695,N,95
id2812789,2,2016-01-09 15:30:15,2016-01-09 15:34:07,1,-73.9886474609375,40.737239837646484,-73.98155975341797,40.73712921142578,N,232
id2341798,1,2016-01-19 08:13:11,2016-01-19 08:32:11,1,-73.99870300292969,40.74561309814453,-73.96292877197266,40.759986877441406,N,1140
id2837570,2,2016-01-20 09:38:35,2016-01-20 09:48:16,5,-74.00396728515625,40.75291061401367,-74.00389862060547,40.742122650146484,N,581
id0642936,1,2016-01-26 18:03:33,2016-01-26 18:08:15,2,-74.00416564941406,40.72197341918945,-74.00215148925781,40.730064392089844,N,282
id1961226,2,2016-02-06 23:31:46,2016-02-06 23:44:35,2,-73.98876190185547,40.76340103149414,-73.98918151855469,40.740440368652344,N,769
id0551849,2,2016-01-18 19:44:04,2016-01-18 19:51:56,1,-73.95540618896484,40.76390838623047,-73.97894287109375,40.72721862792969,N,472
id0342306,2,2016-02-26 00:19:04,2016-02-26 00:20:13,6,-73.99859619140625,40.75053024291992,-74.00178527832031,40.745975494384766,N,69
id3070003,2,2016-01-24 14:52:04,2016-01-24 15:02:51,1,-73.9885482788086,40.7741813659668,-73.97991943359375,40.78986740112305,N,647
id1587858,1,2016-01-08 10:26:15,2016-01-08 10:32:17,1,-73.9550552368164,40.767311096191406,-73.96138000488281,40.76500701904297,N,362
id2760676,1,2016-02-02 19:50:42,2016-02-02 20:03:53,1,-73.96315002441406,40.76156234741211,-73.95147705078125,40.75960159301758,N,791
id0546738,2,2016-02-27 01:45:22,2016-02-27 02:08:27,1,-73.98505401611328,40.75859832763672,-73.84912872314453,40.71022033691406,N,1385
id2228970,1,2016-01-11 10:01:39,2016-01-11 10:06:00,1,-73.96808624267578,40.77067947387695,-73.96876525878906,40.76487731933594,N,261
id1882434,1,2016-02-09 12:42:20,2016-02-09 12:46:43,1,-74.0046615600586,40.737648010253906,-73.9989242553711,40.744773864746094,N,263
id3835691,1,2016-02-19 11:03:52,2016-02-19 11:09:42,1,-74.0074462890625,40.733280181884766,-73.9974365234375,40.746578216552734,N,350
id1753380,2,2016-02-10 13:37:29,2016-02-10 13:47:04,1,-73.95677185058594,40.783870697021484,-73.9545669555664,40.770599365234375,N,575
id3146845,1,2016-02-26 14:16:06,2016-02-26 15:02:36,1,-73.97599029541016,40.765384674072266,-73.87052154541016,40.77384567260742,N,2790
id3678651,2,2016-02-12 21:50:55,2016-02-12 22:07:31,1,-73.97908020019531,40.74742889404297,-73.99748992919922,40.72196960449219,N,996
id1644366,2,2016-02-06 21:40:27,2016-02-06 21:47:00,1,-74.01100158691406,40.71567916870117,-74.01016235351562,40.70582962036133,N,393
id1330610,2,2016-02-19 12:05:33,2016-02-19 12:12:58,3,-73.98961639404297,40.73577117919922,-73.9788818359375,40.73685073852539,N,445
id1327353,2,2016-01-25 20:11:52,2016-01-25 20:23:10,1,-73.99363708496094,40.736289978027344,-74.00874328613281,40.73843002319336,N,678
id3765723,1,2016-02-07 21:32:08,2016-02-07 21:34:24,1,-73.97919464111328,40.74034881591797,-73.98385620117188,40.730098724365234,N,136
id1518922,1,2016-02-28 09:03:01,2016-02-28 09:18:17,2,-73.9532241821289,40.785404205322266,-73.86212158203125,40.76865768432617,N,916
id2522203,2,2016-01-21 10:32:32,2016-01-21 10:59:58,5,-73.97805786132812,40.766380310058594,-74.00428009033203,40.74251174926758,N,1646
id3552632,1,2016-01-18 13:19:26,2016-01-18 13:28:47,1,-74.00760650634766,40.742820739746094,-73.9987564086914,40.73324203491211,N,561
id3674360,2,2016-02-17 10:17:44,2016-02-17 10:19:40,1,-73.93624114990234,40.76046371459961,-73.94205474853516,40.754398345947266,N,116
id1914666,2,2016-02-02 19:44:38,2016-02-02 19:50:53,1,-73.99491119384766,40.74485778808594,-74.00140380859375,40.72926330566406,N,375
id0606302,1,2016-01-11 03:00:57,2016-01-11 03:10:52,1,-73.9910888671875,40.74713134765625,-73.98816680908203,40.77470016479492,N,595
id1024073,1,2016-01-28 21:29:05,2016-01-28 21:43:53,1,-73.98657989501953,40.742942810058594,-73.98261260986328,40.77145767211914,N,888
id0092437,2,2016-01-20 19:10:33,2016-01-20 19:17:35,1,-73.96559143066406,40.76570129394531,-73.97516632080078,40.75392532348633,N,422
id0411016,2,2016-02-06 10:41:14,2016-02-06 10:46:38,5,-73.99320983886719,40.73670959472656,-74.00385284423828,40.732688903808594,N,324
id2914106,1,2016-02-15 13:12:31,2016-02-15 13:21:43,1,-73.96634674072266,40.76789855957031,-73.99253845214844,40.768924713134766,Y,552
id1122315,2,2016-01-08 08:07:18,2016-01-08 08:09:41,2,-73.96041870117188,40.76987838745117,-73.95867156982422,40.77507019042969,N,143
id2924446,1,2016-01-28 18:21:13,2016-01-28 18:29:58,1,-73.98262786865234,40.76123809814453,-73.98847961425781,40.75837326049805,N,525
id2284656,2,2016-02-05 08:28:15,2016-02-05 08:36:50,2,-73.9685287475586,40.7646484375,-73.97181701660156,40.75223159790039,N,515
id0121886,2,2016-02-18 08:38:01,2016-02-18 08:42:45,1,-73.98828125,40.753482818603516,-73.98472595214844,40.74818801879883,N,284
id2138325,2,2016-02-17 03:03:17,2016-02-17 03:17:41,2,-73.98670959472656,40.76121139526367,-73.944091796875,40.809539794921875,N,864
id2544473,1,2016-01-12 09:09:32,2016-01-12 09:20:52,1,-73.97711944580078,40.776668548583984,-73.95677185058594,40.7747917175293,N,680
id1412412,1,2016-01-20 20:14:37,2016-01-20 20:51:50,1,-73.9527816772461,40.78327560424805,-73.88284301757812,40.65544891357422,N,2233
id2535810,1,2016-01-20 21:47:22,2016-01-20 21:57:29,1,-74.0094223022461,40.715423583984375,-73.9859619140625,40.70377731323242,N,607
id0531940,1,2016-01-26 21:26:31,2016-01-26 21:41:51,1,-73.98068237304688,40.73390579223633,-73.9909896850586,40.74862289428711,N,920
id1691499,2,2016-02-10 21:09:06,2016-02-10 21:16:45,2,-73.9726791381836,40.75868606567383,-73.958984375,40.778133392333984,N,459
id2342180,1,2016-01-12 14:50:48,2016-01-12 14:55:38,1,-73.97478485107422,40.793235778808594,-73.96630096435547,40.79068374633789,N,290
id1901591,2,2016-01-15 21:24:13,2016-01-15 21:34:46,1,-73.98299407958984,40.76160430908203,-73.95648193359375,40.77147674560547,N,633
id2230207,1,2016-02-21 20:04:10,2016-02-21 20:30:12,1,-73.9529037475586,40.77851486206055,-73.89258575439453,40.75905990600586,N,1562
id3735275,2,2016-02-07 22:29:09,2016-02-07 22:41:24,2,-73.98892974853516,40.76361846923828,-73.98615264892578,40.734798431396484,N,735
id1351217,2,2016-01-17 10:58:13,2016-01-17 11:12:43,5,-73.96578979492188,40.75852966308594,-73.9922866821289,40.74925994873047,N,870
id1940739,2,2016-02-23 17:13:00,2016-02-23 17:22:40,1,-73.96051025390625,40.79747009277344,-73.95243072509766,40.79240036010742,N,580
id1458526,1,2016-02-24 13:14:52,2016-02-24 13:40:28,1,-73.96576690673828,40.771854400634766,-73.97775268554688,40.7624397277832,N,1536
id3867155,2,2016-02-26 22:32:52,2016-02-26 22:35:49,2,-73.95710754394531,40.770660400390625,-73.96266174316406,40.76686096191406,N,177
id0472374,1,2016-01-13 21:51:35,2016-01-13 21:56:07,1,-73.9720230102539,40.75616455078125,-73.96199035644531,40.7678337097168,N,272
id0315907,1,2016-01-19 10:40:12,2016-01-19 11:03:22,1,-73.96929168701172,40.800437927246094,-73.95433044433594,40.7672004699707,N,1390
id3381754,2,2016-02-17 15:35:12,2016-02-17 16:29:27,1,-73.98383331298828,40.755008697509766,-73.95816802978516,40.679691314697266,N,3255
id2779344,2,2016-01-14 22:08:00,2016-01-14 22:30:55,1,-73.87458038330078,40.77410888671875,-74.00115203857422,40.731571197509766,N,1375
id1772502,2,2016-02-26 15:34:28,2016-02-26 16:44:00,1,-73.7768783569336,40.645355224609375,-73.978271484375,40.77216339111328,N,4172
id1237148,1,2016-01-14 16:53:28,2016-01-14 16:56:02,1,-74.00080108642578,40.755245208740234,-74.00696563720703,40.749000549316406,N,154
id1118221,1,2016-02-09 14:18:08,2016-02-09 14:36:33,1,-73.95584869384766,40.76416778564453,-73.9784927368164,40.75339889526367,N,1105
id0002101,1,2016-02-13 12:17:39,2016-02-13 12:43:37,1,-74.00457763671875,40.72162628173828,-73.95338439941406,40.77145004272461,N,1558
id2498005,1,2016-01-12 11:34:09,2016-01-12 11:44:34,3,-73.97994995117188,40.78120040893555,-73.96271514892578,40.77280807495117,N,625
id1492740,1,2016-01-30 14:29:20,2016-01-30 14:56:36,1,-74.01423645019531,40.71407699584961,-73.98228454589844,40.764766693115234,N,1636
id3581682,1,2016-01-13 12:22:05,2016-01-13 13:02:09,1,-73.97337341308594,40.76370620727539,-74.17700958251953,40.694732666015625,N,2404
id2996825,1,2016-01-20 18:12:54,2016-01-20 18:41:37,2,-73.97055053710938,40.796207427978516,-73.98477172851562,40.72886657714844,N,1723
id1575721,2,2016-02-18 19:50:14,2016-02-18 19:58:43,3,-73.9661865234375,40.79072189331055,-73.9805908203125,40.7700309753418,N,509
id3367500,2,2016-02-06 07:30:11,2016-02-06 07:34:30,1,-73.97975158691406,40.776100158691406,-73.96475219726562,40.7728385925293,N,259
id0125435,2,2016-02-19 18:26:52,2016-02-19 18:36:04,1,-74.00840759277344,40.72114181518555,-74.00055694580078,40.72391128540039,N,552
id0657388,1,2016-01-22 12:29:35,2016-01-22 12:38:56,1,-73.97254180908203,40.74943923950195,-73.98503875732422,40.74736785888672,N,561
id0509714,2,2016-02-29 21:18:26,2016-02-29 21:27:46,5,-74.00243377685547,40.72904968261719,-74.01526641845703,40.7098503112793,N,560
id3340680,2,2016-02-29 10:59:53,2016-02-29 11:03:48,2,-73.97016143798828,40.78413772583008,-73.96814727783203,40.79213333129883,N,235
id1765229,1,2016-02-29 18:32:51,2016-02-29 18:47:59,1,-73.98658752441406,40.72666549682617,-73.98369598388672,40.69379806518555,N,908
id2471091,1,2016-01-08 17:45:25,2016-01-08 17:49:46,1,-73.99078369140625,40.74222183227539,-73.995361328125,40.73677062988281,N,261
id2799348,2,2016-01-21 00:15:25,2016-01-21 00:29:23,2,-73.99446868896484,40.75070571899414,-73.9700698852539,40.755348205566406,N,838
id1711806,1,2016-01-11 12:57:23,2016-01-11 13:09:05,1,-73.99858856201172,40.76068115234375,-73.98310089111328,40.76567840576172,N,702
id2065222,2,2016-01-15 17:14:51,2016-01-15 17:20:02,1,-73.98353576660156,40.76841735839844,-73.97494506835938,40.76123046875,N,311
id2075819,1,2016-02-18 20:12:14,2016-02-18 20:34:54,1,-73.99671936035156,40.74767303466797,-73.94683074951172,40.776268005371094,N,1360
id2959948,1,2016-02-01 15:01:56,2016-02-01 15:23:10,1,-73.96980285644531,40.757530212402344,-73.9833755493164,40.77591323852539,N,1274
id3442234,2,2016-02-25 19:11:23,2016-02-25 19:19:58,2,-73.97949981689453,40.752052307128906,-73.97404479980469,40.76149368286133,N,515
id0403876,2,2016-02-25 23:23:38,2016-02-25 23:25:57,1,-73.96414184570312,40.76479721069336,-73.96849060058594,40.76895523071289,N,139
id0373826,1,2016-01-15 18:59:07,2016-01-15 19:10:57,1,-73.95481872558594,40.76569747924805,-73.95531463623047,40.782676696777344,N,710
id0966260,1,2016-02-20 14:23:10,2016-02-20 14:31:32,1,-73.97140502929688,40.762027740478516,-73.96634674072266,40.77053451538086,N,502
id1665395,2,2016-02-05 00:58:20,2016-02-05 01:07:33,2,-73.98921966552734,40.69093704223633,-73.95541381835938,40.68565368652344,N,553
id1508784,1,2016-02-12 18:31:45,2016-02-12 18:40:00,2,-73.95278930664062,40.78319549560547,-73.9554214477539,40.76925277709961,N,495
id3875627,2,2016-01-19 08:44:25,2016-01-19 08:56:19,2,-73.9617919921875,40.764488220214844,-73.97235870361328,40.74956130981445,N,714
id1456573,1,2016-02-09 14:22:26,2016-02-09 14:32:42,1,-73.9861068725586,40.718040466308594,-73.9758071899414,40.73102951049805,N,616
id3421214,1,2016-01-09 02:40:13,2016-01-09 03:02:56,1,-73.9976577758789,40.74176025390625,-73.95023345947266,40.82661437988281,N,1363
id2131034,2,2016-02-24 16:13:00,2016-02-24 16:21:23,5,-73.993896484375,40.73603820800781,-73.98603820800781,40.7310791015625,N,503
id2837623,2,2016-01-20 18:53:25,2016-01-20 19:00:38,2,-73.99984741210938,40.73321533203125,-73.9834213256836,40.7276611328125,N,433
id2311096,2,2016-01-18 23:17:04,2016-01-18 23:42:18,4,-73.86279296875,40.76906967163086,-74.00982666015625,40.70465087890625,N,1514
id2849499,1,2016-02-13 21:38:54,2016-02-13 21:45:57,1,-73.97962188720703,40.739803314208984,-73.99092102050781,40.73434829711914,N,423
id3093661,2,2016-02-09 15:55:18,2016-02-09 16:00:22,1,-73.9813461303711,40.7740478515625,-73.98160552978516,40.76647186279297,N,304
id2520278,2,2016-02-11 07:44:39,2016-02-11 07:52:55,1,-73.99089050292969,40.75059509277344,-73.97579956054688,40.748741149902344,N,496
id3756821,2,2016-02-21 14:58:45,2016-02-21 15:03:32,1,-73.975830078125,40.75766372680664,-73.97492980957031,40.76082229614258,N,287
id0169398,1,2016-02-24 14:11:31,2016-02-24 14:21:01,1,-73.99481201171875,40.740379333496094,-73.9868392944336,40.75157928466797,N,570
id1696822,1,2016-02-15 14:09:32,2016-02-15 14:13:50,1,-73.99607849121094,40.73796844482422,-74.00138092041016,40.7339973449707,N,258
id0208939,2,2016-01-09 22:22:15,2016-01-09 22:29:36,1,-73.99945831298828,40.73902130126953,-74.00161743164062,40.7294807434082,N,441
id3604153,1,2016-01-20 12:18:23,2016-01-20 12:27:29,1,-73.9842758178711,40.76170349121094,-73.9855728149414,40.743412017822266,N,546
id1377609,2,2016-02-02 19:16:11,2016-02-02 19:43:12,2,-73.87079620361328,40.77373504638672,-73.71742248535156,40.74055862426758,N,1621
id1407728,2,2016-01-13 12:38:28,2016-01-13 12:47:03,1,-73.98333740234375,40.78129959106445,-73.98600769042969,40.76995849609375,N,515
id3983092,1,2016-02-02 15:43:11,2016-02-02 15:49:34,1,-73.9538345336914,40.76517868041992,-73.95660400390625,40.77534484863281,N,383
id2088802,1,2016-01-21 19:58:07,2016-01-21 20:14:41,1,-73.97303771972656,40.75279998779297,-73.98421478271484,40.76717758178711,N,994
id2446961,1,2016-02-05 10:34:36,2016-02-05 11:04:04,1,-73.98600006103516,40.74677658081055,-74.00917053222656,40.71477508544922,N,1768
id2260012,2,2016-01-30 13:36:01,2016-01-30 13:42:08,5,-74.0082015991211,40.73672866821289,-74.00511932373047,40.72854232788086,N,367
id3809761,2,2016-02-15 18:50:47,2016-02-15 19:19:47,1,-73.97708129882812,40.774940490722656,-73.88783264160156,40.75342559814453,N,1740
id1803378,1,2016-02-08 19:20:56,2016-02-08 19:33:26,1,-73.97846221923828,40.75367736816406,-73.95140838623047,40.76996612548828,N,750
id3958411,1,2016-02-14 14:09:17,2016-02-14 14:10:44,1,-73.99168395996094,40.76491165161133,-73.98460388183594,40.77412033081055,N,87
id2025128,2,2016-02-02 08:21:57,2016-02-02 08:42:11,1,-73.98655700683594,40.77690887451172,-73.96297454833984,40.8109130859375,N,1214
id1395732,1,2016-01-14 22:02:19,2016-01-14 22:15:55,1,-73.9791488647461,40.76673126220703,-73.95039367675781,40.78402328491211,N,816
id0717146,2,2016-02-24 18:10:20,2016-02-24 18:40:23,2,-73.97865295410156,40.76340103149414,-73.9876937866211,40.742828369140625,N,1803
