ip,app,device,os,channel,click_time,is_attributed
172465,3,1,13,379,2017-11-06 15:42:58,0
125343,3,1,19,379,2017-11-06 15:43:01,0
98875,3,1,13,379,2017-11-06 15:43:03,0
162654,3,1,20,379,2017-11-06 15:43:05,0
73646,3,1,23,379,2017-11-06 15:43:06,0
54132,64,1,13,459,2017-11-06 15:43:16,0
191797,3,1,19,379,2017-11-06 15:43:21,0
106524,3,1,13,379,2017-11-06 15:43:21,0
125275,3,1,17,379,2017-11-06 15:43:23,0
106590,3,1,25,379,2017-11-06 15:43:23,0
182818,3,1,19,379,2017-11-06 15:43:34,0
115498,3,1,19,379,2017-11-06 15:43:36,0
101072,3,1,19,379,2017-11-06 15:43:39,0
108858,3,1,19,379,2017-11-06 15:43:45,0
88100,3,1,13,379,2017-11-06 15:43:49,0
139355,3,1,13,379,2017-11-06 15:43:51,0
78910,64,1,44,459,2017-11-06 15:44:05,0
172850,64,1,18,459,2017-11-06 15:44:07,0
32412,3,1,19,379,2017-11-06 15:44:14,0
154246,3,1,13,379,2017-11-06 15:44:27,0
90053,3,1,18,379,2017-11-06 15:44:29,0
201182,64,1,9,459,2017-11-06 15:44:29,0
75305,64,1,22,459,2017-11-06 15:44:30,0
192030,3,1,19,379,2017-11-06 15:44:31,0
159258,3,1,13,379,2017-11-06 15:44:34,0
50188,3,1,20,379,2017-11-06 15:44:41,0
83366,3,1,18,379,2017-11-06 15:44:44,0
46055,3,1,19,379,2017-11-06 15:44:47,0
102264,14,1,2,478,2017-11-06 15:44:47,0
191846,3,1,19,379,2017-11-06 15:44:48,0
84774,3,1,13,379,2017-11-06 15:44:55,0
74753,3,1,13,379,2017-11-06 15:45:00,0
11901,64,1,22,459,2017-11-06 15:45:05,0
2600,3,1,19,379,2017-11-06 15:45:08,0
108913,3,1,19,379,2017-11-06 15:45:17,0
87350,3,1,13,379,2017-11-06 15:45:17,0
108942,3,1,19,379,2017-11-06 15:45:18,0
183835,3,1,19,379,2017-11-06 15:45:20,0
99130,3,1,13,379,2017-11-06 15:45:21,0
159123,3,1,19,379,2017-11-06 15:45:25,0
87568,6,1,22,459,2017-11-06 15:45:27,0
67586,64,1,22,459,2017-11-06 15:45:31,0
84774,3,1,13,379,2017-11-06 15:45:32,0
159103,58,1,13,120,2017-11-06 15:45:33,0
182113,3,1,19,379,2017-11-06 15:45:41,0
130744,3,1,13,379,2017-11-06 15:45:43,0
42102,3,1,13,379,2017-11-06 15:45:45,0
96699,3,1,25,379,2017-11-06 15:45:45,0
58028,64,1,13,459,2017-11-06 15:46:02,0
109591,3,1,19,379,2017-11-06 15:46:02,0
82211,3,1,18,379,2017-11-06 15:46:07,0
108942,3,1,19,379,2017-11-06 15:46:12,0
86946,3,1,19,379,2017-11-06 15:46:14,0
48282,14,1,13,478,2017-11-06 15:46:15,0
108881,3,1,13,379,2017-11-06 15:46:15,0
133500,3,1,13,379,2017-11-06 15:46:16,0
92873,64,1,22,459,2017-11-06 15:46:16,0
94733,64,1,58,459,2017-11-06 15:46:17,0
76683,3,1,13,379,2017-11-06 15:46:22,0
76683,3,1,13,379,2017-11-06 15:46:25,0
49325,3,1,17,379,2017-11-06 15:46:25,0
73040,3,1,18,379,2017-11-06 15:46:26,0
110211,64,1,13,459,2017-11-06 15:46:32,0
113157,3,1,25,379,2017-11-06 15:46:32,0
12893,3,1,13,379,2017-11-06 15:46:34,0
87907,3,1,13,379,2017-11-06 15:46:38,0
143577,3,1,19,379,2017-11-06 15:46:41,0
106524,3,1,19,379,2017-11-06 15:46:44,0
138573,58,1,13,120,2017-11-06 15:46:45,0
172483,3,1,13,379,2017-11-06 15:46:45,0
103444,3,1,19,379,2017-11-06 15:46:45,0
68923,3,1,13,379,2017-11-06 15:46:47,0
165679,3,1,23,379,2017-11-06 15:46:51,0
108040,3,1,8,379,2017-11-06 15:46:52,0
108040,3,1,8,379,2017-11-06 15:46:52,0
83591,3,1,19,379,2017-11-06 15:46:57,0
62379,3,1,13,379,2017-11-06 15:46:58,0
44645,3,1,19,379,2017-11-06 15:47:01,0
88283,82,1,57,224,2017-11-06 15:47:02,0
78853,64,1,4,459,2017-11-06 15:47:05,0
94936,3,1,19,379,2017-11-06 15:47:07,0
191846,3,1,13,379,2017-11-06 15:47:18,0
92799,3,1,15,379,2017-11-06 15:47:22,0
28739,3,1,19,379,2017-11-06 15:47:25,0
53715,3,1,19,379,2017-11-06 15:47:28,0
44645,3,1,19,379,2017-11-06 15:47:29,0
27513,3,1,13,379,2017-11-06 15:47:34,0
96099,64,1,2,459,2017-11-06 15:47:35,0
119369,3,1,19,379,2017-11-06 15:47:37,0
119369,3,1,19,379,2017-11-06 15:47:40,0
153181,3,1,13,379,2017-11-06 15:47:41,0
174717,3,1,19,379,2017-11-06 15:47:50,0
182500,3,1,13,379,2017-11-06 15:47:51,0
84774,3,1,19,379,2017-11-06 15:47:52,0
7172,3,1,17,379,2017-11-06 15:48:00,0
119349,3,1,25,379,2017-11-06 15:48:09,0
102884,3,1,18,379,2017-11-06 15:48:11,0
121259,3,1,13,379,2017-11-06 15:48:18,0
2564,3,1,8,379,2017-11-06 15:48:21,0
35948,3,1,19,379,2017-11-06 15:48:22,0
99653,3,1,18,379,2017-11-06 15:48:25,0
37140,3,1,13,379,2017-11-06 15:48:32,0
185808,64,1,22,459,2017-11-06 15:48:33,0
149597,3,1,19,379,2017-11-06 15:48:33,0
117605,3,1,19,379,2017-11-06 15:48:34,0
73821,3,1,8,379,2017-11-06 15:48:35,0
85896,3,1,13,379,2017-11-06 15:48:37,0
174926,3,1,13,379,2017-11-06 15:48:38,0
212224,3,1,13,379,2017-11-06 15:48:39,0
83375,3,1,8,379,2017-11-06 15:48:40,0
25931,3,1,13,379,2017-11-06 15:48:40,0
84644,3,1,19,379,2017-11-06 15:48:40,0
28578,3,1,15,379,2017-11-06 15:48:48,0
44229,3,1,13,379,2017-11-06 15:48:49,0
22333,3,1,19,379,2017-11-06 15:48:50,0
121505,3,1,13,379,2017-11-06 15:48:53,0
129675,3,1,13,379,2017-11-06 15:48:54,0
108942,3,1,19,379,2017-11-06 15:49:03,0
197093,3,1,19,379,2017-11-06 15:49:04,0
17231,3,1,13,379,2017-11-06 15:49:06,0
160874,3,1,19,379,2017-11-06 15:49:11,0
158375,3,1,19,379,2017-11-06 15:49:12,0
73145,3,1,13,379,2017-11-06 15:49:12,0
148516,3,1,19,379,2017-11-06 15:49:14,0
109243,14,1,13,478,2017-11-06 15:49:24,0
974,3,1,13,379,2017-11-06 15:49:27,0
53715,3,1,18,379,2017-11-06 15:49:34,0
84942,3,1,13,379,2017-11-06 15:49:37,0
159217,3,1,13,379,2017-11-06 15:49:38,0
209663,3,1,13,379,2017-11-06 15:49:43,0
54065,64,1,7,459,2017-11-06 15:49:45,0
100054,3,1,18,379,2017-11-06 15:49:45,0
50069,3,1,8,379,2017-11-06 15:49:46,0
144619,3,1,25,379,2017-11-06 15:49:51,0
59395,64,1,13,459,2017-11-06 15:49:52,0
131550,3,1,19,379,2017-11-06 15:49:59,0
115724,64,1,3,459,2017-11-06 15:50:00,0
106493,3,1,20,379,2017-11-06 15:50:06,0
47595,3,1,13,379,2017-11-06 15:50:11,0
131821,64,1,17,459,2017-11-06 15:50:14,0
85154,3,1,13,379,2017-11-06 15:50:14,0
56430,3,1,13,379,2017-11-06 15:50:17,0
44744,14,1,19,478,2017-11-06 15:50:19,0
71507,3,1,13,379,2017-11-06 15:50:20,0
98530,3,1,19,379,2017-11-06 15:50:26,0
49305,3,1,25,379,2017-11-06 15:50:26,0
179519,3,1,20,379,2017-11-06 15:50:26,0
200957,64,1,42,459,2017-11-06 15:50:27,0
210011,3,1,13,379,2017-11-06 15:50:29,0
167543,3,1,13,379,2017-11-06 15:50:29,0
17491,6,1,19,459,2017-11-06 15:50:34,0
211763,3,1,13,379,2017-11-06 15:50:35,0
108858,3,1,19,379,2017-11-06 15:50:37,0
148427,3,1,19,379,2017-11-06 15:50:42,0
210488,3,1,13,379,2017-11-06 15:50:42,0
1025,3,1,13,379,2017-11-06 15:50:45,0
41881,3,1,17,379,2017-11-06 15:50:49,0
23892,3,1,19,379,2017-11-06 15:50:54,0
43686,14,1,19,478,2017-11-06 15:50:56,0
5270,3,1,13,379,2017-11-06 15:50:58,0
31267,3,1,15,379,2017-11-06 15:50:59,0
115262,64,1,10,459,2017-11-06 15:51:10,0
167739,3,1,13,379,2017-11-06 15:51:12,0
141091,3,1,19,379,2017-11-06 15:51:17,0
144442,64,1,9,459,2017-11-06 15:51:18,0
153590,3,1,15,379,2017-11-06 15:51:20,0
5314,64,1,22,459,2017-11-06 15:51:23,0
64567,64,1,18,459,2017-11-06 15:51:23,0
111116,3,1,19,379,2017-11-06 15:51:24,0
51590,3,1,19,379,2017-11-06 15:51:31,0
913,3,1,20,379,2017-11-06 15:51:33,0
138585,3,1,13,379,2017-11-06 15:51:34,0
51680,3,1,19,379,2017-11-06 15:51:36,0
89620,3,1,19,379,2017-11-06 15:51:37,0
51590,3,1,19,379,2017-11-06 15:51:42,0
22522,3,1,19,379,2017-11-06 15:51:47,0
179012,3,1,19,379,2017-11-06 15:51:49,0
165267,58,1,13,120,2017-11-06 15:51:51,0
129614,3,1,19,379,2017-11-06 15:51:52,0
18787,3,1,17,379,2017-11-06 15:51:57,0
185436,14,1,17,478,2017-11-06 15:51:59,0
113979,3,1,19,379,2017-11-06 15:52:00,0
101401,3,1,19,379,2017-11-06 15:52:01,0
53964,3,1,13,379,2017-11-06 15:52:13,0
155147,3,1,13,379,2017-11-06 15:52:19,0
99914,64,1,22,459,2017-11-06 15:52:35,0
38546,3,1,18,379,2017-11-06 15:52:35,0
8413,3,1,19,379,2017-11-06 15:52:38,0
99219,3,1,25,379,2017-11-06 15:52:41,0
32381,3,1,13,379,2017-11-06 15:52:48,0
111025,64,1,10,459,2017-11-06 15:52:52,0
194519,3,1,25,379,2017-11-06 15:52:52,0
142814,3,1,13,379,2017-11-06 15:52:55,0
150814,3,1,13,379,2017-11-06 15:52:59,0
53964,3,1,13,379,2017-11-06 15:52:59,0
45561,3,1,19,379,2017-11-06 15:53:02,0
16702,3,1,19,379,2017-11-06 15:53:16,0
172483,3,1,13,379,2017-11-06 15:53:17,0
166616,3,1,19,379,2017-11-06 15:53:26,0
64936,3,1,19,379,2017-11-06 15:53:29,0
197356,3,1,8,379,2017-11-06 15:53:31,0
89794,3,1,19,379,2017-11-06 15:53:34,0
177984,3,1,20,379,2017-11-06 15:53:39,0
60087,64,1,10,459,2017-11-06 15:53:40,0
83500,3,1,19,379,2017-11-06 15:53:43,0
83500,3,1,19,379,2017-11-06 15:53:43,0
83500,3,1,19,379,2017-11-06 15:53:43,0
108881,3,1,13,379,2017-11-06 15:53:46,0
84774,3,1,16,379,2017-11-06 15:53:49,0
48172,64,1,10,459,2017-11-06 15:54:01,0
62094,3,1,19,379,2017-11-06 15:54:02,0
50223,3,1,20,379,2017-11-06 15:54:03,0
162640,58,1,9,120,2017-11-06 15:54:06,0
104033,2,1,57,224,2017-11-06 15:54:12,0
167836,3,1,18,379,2017-11-06 15:54:14,0
105981,3,1,8,379,2017-11-06 15:54:16,0
99219,3,1,25,379,2017-11-06 15:54:18,0
103463,14,1,19,478,2017-11-06 15:54:19,0
171690,3,1,13,379,2017-11-06 15:54:27,0
44615,3,1,13,379,2017-11-06 15:54:35,0
42799,3,1,13,379,2017-11-06 15:54:40,0
99573,3,1,13,379,2017-11-06 15:54:45,0
203640,64,1,20,459,2017-11-06 15:54:49,0
35793,3,1,13,379,2017-11-06 15:54:49,0
134086,3,1,13,379,2017-11-06 15:54:51,0
106042,3,1,17,379,2017-11-06 15:54:52,0
114890,64,1,9,459,2017-11-06 15:54:54,0
133478,3,1,19,379,2017-11-06 15:54:56,0
186555,3,1,13,379,2017-11-06 15:54:57,0
192756,64,1,41,459,2017-11-06 15:54:59,0
35300,3,1,13,379,2017-11-06 15:55:04,0
35300,3,1,13,379,2017-11-06 15:55:04,0
203803,3,1,13,379,2017-11-06 15:55:05,0
16702,3,1,23,379,2017-11-06 15:55:05,0
87157,64,1,36,459,2017-11-06 15:55:31,0
53715,3,1,13,379,2017-11-06 15:55:36,0
122656,3,1,13,379,2017-11-06 15:55:37,0
38143,3,1,19,379,2017-11-06 15:55:41,0
122346,64,1,6,459,2017-11-06 15:55:43,0
191797,3,1,18,379,2017-11-06 15:55:49,0
158312,3,1,20,379,2017-11-06 15:55:53,0
176758,3,1,19,379,2017-11-06 15:55:53,0
172498,3,1,13,379,2017-11-06 15:55:54,0
124392,3,1,15,379,2017-11-06 15:55:56,0
134661,3,1,13,379,2017-11-06 15:56:09,0
12955,3,1,13,379,2017-11-06 15:56:12,0
12955,3,1,13,379,2017-11-06 15:56:12,0
44615,3,1,19,379,2017-11-06 15:56:17,0
167543,3,1,13,379,2017-11-06 15:56:17,0
148454,3,1,18,379,2017-11-06 15:56:22,0
200485,3,1,19,379,2017-11-06 15:56:33,0
133504,3,1,19,379,2017-11-06 15:56:37,0
190738,3,1,19,379,2017-11-06 15:56:39,0
88082,3,1,16,379,2017-11-06 15:56:40,0
98207,14,1,17,478,2017-11-06 15:56:46,0
98302,3,1,13,379,2017-11-06 15:56:46,0
99653,3,1,18,379,2017-11-06 15:56:47,0
162883,64,1,22,459,2017-11-06 15:56:48,0
175388,3,1,19,379,2017-11-06 15:56:51,0
33629,3,1,17,379,2017-11-06 15:56:58,0
86402,536,1,19,21,2017-11-06 15:57:00,0
147509,3,1,13,379,2017-11-06 15:57:01,0
81514,64,1,28,459,2017-11-06 15:57:03,0
172498,3,1,13,379,2017-11-06 15:57:03,0
7172,3,1,17,379,2017-11-06 15:57:07,0
47595,3,1,13,379,2017-11-06 15:57:07,0
73015,3,1,13,379,2017-11-06 15:57:08,0
17105,3,1,19,379,2017-11-06 15:57:17,0
119289,3,1,13,379,2017-11-06 15:57:20,0
173439,3,1,19,379,2017-11-06 15:57:23,0
197178,3,1,13,379,2017-11-06 15:57:23,0
197365,21,1,10,128,2017-11-06 15:57:25,0
194684,3,1,25,379,2017-11-06 15:57:26,0
117226,3,1,19,379,2017-11-06 15:57:27,0
107922,3,1,19,379,2017-11-06 15:57:30,0
85154,3,1,13,379,2017-11-06 15:57:31,0
111153,3,1,17,379,2017-11-06 15:57:31,0
79213,14,1,19,478,2017-11-06 15:57:36,0
83306,3,1,13,379,2017-11-06 15:57:44,0
191780,3,1,8,379,2017-11-06 15:57:46,0
119349,3,1,17,379,2017-11-06 15:57:47,0
180280,82,1,57,224,2017-11-06 15:57:51,0
168810,3,1,23,379,2017-11-06 15:57:54,0
47277,64,1,13,459,2017-11-06 15:57:57,0
172483,3,1,13,379,2017-11-06 15:57:59,0
12470,3,1,25,379,2017-11-06 15:58:00,0
142417,3,1,8,379,2017-11-06 15:58:08,0
47708,3,1,18,379,2017-11-06 15:58:12,0
108893,64,1,22,459,2017-11-06 15:58:12,0
116239,3,1,19,379,2017-11-06 15:58:17,0
182500,3,1,17,379,2017-11-06 15:58:22,0
163899,58,1,10,120,2017-11-06 15:58:23,0
108913,3,1,13,379,2017-11-06 15:58:23,0
108881,3,1,13,379,2017-11-06 15:58:26,0
10813,64,1,22,459,2017-11-06 15:58:27,0
107922,3,1,19,379,2017-11-06 15:58:34,0
83366,3,1,13,379,2017-11-06 15:58:39,0
133500,3,1,17,379,2017-11-06 15:58:40,0
147689,14,1,8,478,2017-11-06 15:58:40,0
147948,3,1,19,379,2017-11-06 15:58:41,0
37309,3,1,15,379,2017-11-06 15:58:44,0
89845,3,1,18,379,2017-11-06 15:58:48,0
89880,64,1,9,459,2017-11-06 15:58:48,0
78349,3,1,19,379,2017-11-06 15:58:49,0
155911,3,1,13,379,2017-11-06 15:58:49,0
129395,3,1,19,379,2017-11-06 15:58:52,0
172522,3,1,13,379,2017-11-06 15:58:58,0
172483,3,1,15,379,2017-11-06 15:59:01,0
105612,3,1,19,379,2017-11-06 15:59:01,0
108913,3,1,13,379,2017-11-06 15:59:02,0
108913,3,1,13,379,2017-11-06 15:59:02,0
119349,3,1,15,379,2017-11-06 15:59:04,0
119349,3,1,15,379,2017-11-06 15:59:05,0
172483,3,1,13,379,2017-11-06 15:59:07,0
84774,3,1,13,379,2017-11-06 15:59:11,0
16907,64,1,10,459,2017-11-06 15:59:12,0
29651,3,1,19,379,2017-11-06 15:59:16,0
87539,3,1,20,379,2017-11-06 15:59:20,0
149177,64,1,9,459,2017-11-06 15:59:29,0
191863,3,1,19,379,2017-11-06 15:59:31,0
211910,3,1,23,379,2017-11-06 15:59:35,0
119289,3,1,15,379,2017-11-06 15:59:36,0
83206,3,1,13,379,2017-11-06 15:59:38,0
111672,3,1,19,379,2017-11-06 15:59:49,0
17357,3,1,13,379,2017-11-06 15:59:51,0
36340,3,1,13,379,2017-11-06 15:59:51,0
114235,64,1,28,459,2017-11-06 15:59:54,0
125222,64,1,35,459,2017-11-06 15:59:56,0
135963,3,1,13,379,2017-11-06 15:59:58,0
14901,20,1,17,259,2017-11-06 16:00:00,0
5729,2,2,37,477,2017-11-06 16:00:00,0
105475,8,1,19,145,2017-11-06 16:00:00,0
93021,26,1,13,121,2017-11-06 16:00:00,0
78507,20,1,30,259,2017-11-06 16:00:00,0
97463,14,1,14,379,2017-11-06 16:00:00,0
95766,15,1,27,315,2017-11-06 16:00:00,0
156391,12,1,19,245,2017-11-06 16:00:00,0
73555,15,1,10,138,2017-11-06 16:00:00,0
5314,15,1,19,153,2017-11-06 16:00:00,0
75007,2,1,19,122,2017-11-06 16:00:00,0
75007,2,1,19,401,2017-11-06 16:00:00,0
119798,2,1,18,435,2017-11-06 16:00:00,0
58085,6,1,19,459,2017-11-06 16:00:00,0
147164,14,1,28,134,2017-11-06 16:00:00,0
67708,12,1,11,265,2017-11-06 16:00:00,0
119818,2,1,70,377,2017-11-06 16:00:00,0
88537,9,1,13,442,2017-11-06 16:00:00,0
134459,13,1,19,477,2017-11-06 16:00:00,0
27997,3,1,17,452,2017-11-06 16:00:00,0
72967,6,1,19,125,2017-11-06 16:00:00,0
73516,12,1,16,326,2017-11-06 16:00:00,0
35221,15,1,19,245,2017-11-06 16:00:00,0
50516,8,1,13,145,2017-11-06 16:00:00,0
59395,14,1,19,401,2017-11-06 16:00:00,0
68453,64,1,13,459,2017-11-06 16:00:00,0
58669,1,1,8,134,2017-11-06 16:00:00,0
20488,15,1,19,245,2017-11-06 16:00:00,0
100971,3,1,13,280,2017-11-06 16:00:00,0
103052,64,1,20,459,2017-11-06 16:00:00,0
66272,9,1,17,215,2017-11-06 16:00:00,0
58472,2,1,31,477,2017-11-06 16:00:00,0
14901,24,1,17,105,2017-11-06 16:00:00,0
79909,88,3032,607,347,2017-11-06 16:00:00,0
97463,15,1,14,386,2017-11-06 16:00:00,0
105475,15,1,13,245,2017-11-06 16:00:00,0
62129,12,1,13,245,2017-11-06 16:00:00,0
159834,18,1,13,134,2017-11-06 16:00:00,0
105475,3,1,13,452,2017-11-06 16:00:00,0
69819,22,1,6,116,2017-11-06 16:00:00,0
106859,27,1,13,153,2017-11-06 16:00:00,0
43809,18,1,19,439,2017-11-06 16:00:00,0
110047,3,1,19,19,2017-11-06 16:00:00,0
49553,2,1,19,477,2017-11-06 16:00:00,0
192012,17,1,35,280,2017-11-06 16:00:00,0
73516,18,1,22,107,2017-11-06 16:00:00,0
49057,12,1,8,245,2017-11-06 16:00:00,0
73194,19,0,0,213,2017-11-06 16:00:00,0
42041,15,1,18,315,2017-11-06 16:00:00,0
112563,2,1,20,477,2017-11-06 16:00:00,0
132369,9,1,22,232,2017-11-06 16:00:00,0
57569,64,1,23,459,2017-11-06 16:00:00,0
105475,6,1,19,459,2017-11-06 16:00:00,0
